cpus,mem,npmem,recvTps,sendTps,acceptTps,serializedBuffer
100,1.36E+08,1.78E+06,1125000,1125000,0,139650
100,1.36E+08,1.78E+06,1125000,1125000,0,139750
100,1.36E+08,1.78E+06,1125000,1125000,0,139750
100,1.36E+08,1.78E+06,1125000,1125000,0,139750
100,1.36E+08,1.78E+06,1125000,1125000,0,139750
100,1.36E+08,1.78E+06,1125000,1125000,0,140350
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.80E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.79E+06,1125000,1125000,0,140450
100,1.36E+08,1.82E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,140450
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125001,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141000
100,1.36E+08,1.78E+06,1125000,1125000,0,141300
100,1.36E+08,1.78E+06,1125000,1125000,0,142000
100,1.36E+08,1.78E+06,1125000,1125000,0,142000
100,1.36E+08,1.81E+06,1125000,1125000,0,142000
100,1.36E+08,1.78E+06,1125000,1125000,0,142000
100,1.36E+08,1.78E+06,1125000,1125000,0,142000
100,1.36E+08,1.79E+06,1125000,1125000,0,142000
100,1.36E+08,1.78E+06,1125000,1125000,0,142050
100,1.36E+08,1.78E+06,1125000,1125000,0,142050
100,1.36E+08,1.78E+06,1125000,1125000,0,142050
100,1.36E+08,1.78E+06,1125000,1125000,0,142050
100,1.36E+08,1.78E+06,1125000,1125000,0,142050
100,1.36E+08,1.78E+06,1125000,1125000,0,142300
100,1.36E+08,1.78E+06,1125000,1125000,0,142300
100,1.36E+08,1.78E+06,1125000,1125000,0,142300
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.79E+06,1125000,1125000,0,142750
100,1.36E+08,1.80E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.79E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.79E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.80E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142750
100,1.36E+08,1.78E+06,1125000,1125000,0,142800
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.80E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.79E+06,1125000,1125000,0,143350
100,1.36E+08,1.79E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.82E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.79E+06,1125000,1125000,0,143350
100,1.36E+08,1.79E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.36E+08,1.79E+06,1125000,1125000,0,143350
100,1.36E+08,1.78E+06,1125000,1125000,0,143350
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,143900
100,1.37E+08,1.78E+06,1125000,1125000,0,144000
100,1.37E+08,1.78E+06,1125000,1125000,0,144000
100,1.37E+08,1.78E+06,1125000,1125000,0,144000
100,1.37E+08,1.78E+06,1125000,1125000,0,144000
