cpus,mem,npmem,recvTps,sendTps,acceptTps,serializedBuffer
10.675,2.21E+08,3.78E+06,4427,72998,543,3900
12.7466,2.21E+08,3.77E+06,4695,79242,625,3900
12.4409,2.21E+08,3.79E+06,4466,76244,544,3900
12.8382,2.21E+08,3.79E+06,4553,78732,534,3900
9.62843,2.21E+08,3.78E+06,4604,79197,547,3900
11.7108,2.21E+08,3.78E+06,4675,77513,567,3900
9.23169,2.21E+08,3.77E+06,4764,81255,569,3900
10.7995,2.21E+08,3.78E+06,4683,81188,541,3900
10.2665,2.21E+08,3.77E+06,4777,80461,615,3900
11.8148,2.21E+08,3.78E+06,4757,80746,607,3900
12.7384,2.21E+08,3.77E+06,4814,83545,616,3900
9.74951,2.21E+08,3.77E+06,4630,80639,561,3900
10.9271,2.21E+08,3.79E+06,4663,82535,577,3900
9.50146,2.21E+08,3.80E+06,4634,78558,527,3900
11.1595,2.21E+08,3.79E+06,4617,80889,575,3900
11.447,2.21E+08,3.80E+06,4548,82784,487,3900
9.75061,2.21E+08,3.79E+06,4588,83408,521,3900
11.4456,2.21E+08,3.78E+06,4564,81885,567,3900
11.7044,2.21E+08,3.78E+06,4409,80339,559,3900
10.7921,2.21E+08,3.77E+06,4441,80445,592,3900
10.9307,2.21E+08,3.79E+06,4385,77050,571,3900
8.05005,2.21E+08,3.78E+06,4529,79973,579,3900
10.0925,2.21E+08,3.78E+06,4671,80713,513,3900
9.48443,2.21E+08,3.77E+06,4497,78525,504,3900
9.62898,2.21E+08,3.77E+06,4526,79503,482,3900
10.7996,2.21E+08,3.78E+06,4428,73691,469,3900
9.72717,2.21E+08,3.77E+06,4557,77186,499,3900
9.4889,2.21E+08,3.78E+06,4520,76254,495,3900
11.0513,2.21E+08,3.78E+06,4472,76133,494,3900
8.07063,2.21E+08,3.78E+06,4507,74586,452,3900
9.58837,2.21E+08,3.79E+06,4521,74476,437,3900
9.58592,2.21E+08,3.79E+06,4665,75958,505,3900
11.4338,2.21E+08,3.77E+06,4624,75600,557,3900
8.19494,2.21E+08,3.76E+06,4614,76847,567,3900
11.1941,2.21E+08,3.77E+06,4521,78590,619,3900
12.1051,2.21E+08,3.77E+06,4495,76926,596,3900
7.9353,2.21E+08,3.78E+06,4369,74901,526,3900
11.9194,2.21E+08,3.78E+06,4307,75130,561,3900
9.23388,2.21E+08,3.78E+06,4398,76277,581,3900
10.5403,2.21E+08,3.77E+06,4503,76960,594,3900
